,identifier,word
2278,1.3.353,0.014
2279,1.3.354,0.215
2280,1.3.355,0.021
2281,1.3.356,0.001
2282,1.3.357,<0.001
2283,1.3.358,0.001
2284,1.3.359,<0.001
2285,1.3.360,"0,008"
2286,1.3.361,0.023
2287,1.3.362,_0.003__~
2288,1.3.363,0.023
2289,1.3.364,0.005
2290,1.3.365,[007
2291,1.3.366,0.10
2292,1.3.367,_0.67__—*10.24_*[Pa(<0.1)___
2293,1.3.368,|WaS
2294,1.3.369,21
2295,1.3.370,[63.33
2296,1.3.371,0.054
2297,1.3.372,0.005
2298,1.3.373,"0,003"
2299,1.3.374,<0.001
2300,1.3.375,0.01
2301,1.3.376,_<0.001_<0.001_0.050_0.004
2302,1.3.377,0.052
2303,1.3.378,_0.003_—
2304,1.3.379,=
2305,1.3.380,-
2306,1.3.381,=
2307,1.3.382,=
2308,1.3.383,=
2309,1.3.384,(Cm(0.2~0.3)|no
2310,1.3.385,22
2311,1.3.386,[54.66
2312,1.3.387,0.005
2313,1.3.388,0.024
2314,1.3.389,"0,003"
2315,1.3.390,0.010
2316,1.3.391,0.07
2317,1.3.392,_0.009_0.70
2318,1.3.393,1.100
2319,1.3.394,0.181
2320,1.3.395,0.414
2321,1.3.396,"0,003"
2322,1.3.397,=
2323,1.3.398,=
2324,1.3.399,o2t
2325,1.3.400,013
2326,1.3.401,—
2327,1.3.402,=
2328,1.3.403,[no
2329,1.3.404,23
2330,1.3.405,[43.51
2331,1.3.406,0.011
2332,1.3.407,0.014
2333,1.3.408,0.029
2334,1.3.409,0.024
2335,1.3.410,1.35
2336,1.3.411,0.039
2337,1.3.412,1.06
2338,1.3.413,_1.380_1.120
2339,1.3.414,0.249
2340,1.3.415,0.016
2341,1.3.416,~
2342,1.3.417,=
2343,1.3.418,0792.07
2344,1.3.419,0.38
2345,1.3.420,0.48
2346,1.3.421,[no
2347,1.3.422,[no
2348,1.3.423,24
2349,1.3.424,[58.28
2350,1.3.425,"0,095"
2351,1.3.426,"0,009"
2352,1.3.427,"0,008"
2353,1.3.428,0.001
2354,1.3.429,0.01
2355,1.3.430,_0.002_0.21__0.116
2356,1.3.431,0.007
2357,1.3.432,_0.106__<0.001_
2358,1.3.433,=
2359,1.3.434,=
2360,1.3.435,=
2361,1.3.436,=
2362,1.3.437,no.
2363,1.3.438,25
2364,1.3.439,"[88,00"
2365,1.3.440,0.008
2366,1.3.441,0.022
2367,1.3.442,<0.001_<0.001
2368,1.3.443,0.020.017
2369,1.3.444,__0.32__0.012_0.002_<0.001_
2370,1.3.445,=
2371,1.3.446,216
2372,1.3.447,041
2373,1.3.448,[0.36
2374,1.3.449,<O01
2375,1.3.450,=
2376,1.3.451,GLPGm
2377,1.3.452,__|-
2378,1.3.453,27
2379,1.3.454,[4.49
2380,1.3.455,0.001
2381,1.3.456,0.003
2382,1.3.457,0.003
2383,1.3.458,0.003
2384,1.3.459,0.098
2385,1.3.460,0.612
2386,1.3.461,—
2387,1.3.462,=
2388,1.3.463,=
2389,1.3.464,=
2390,1.3.465,=
2391,1.3.466,=
2392,1.3.467,=
2393,1.3.468,=
2394,1.3.469,=
2395,1.3.470,=
2396,1.3.471,=
2397,1.3.472,3
2398,1.3.473,28
2399,1.3.474,[4.54
2400,1.3.475,0.001
2401,1.3.476,0.003
2402,1.3.477,"0,003"
2403,1.3.478,0.003
2404,1.3.479,0.115
2405,1.3.480,0.694
2406,1.3.481,-
2407,1.3.482,=
2408,1.3.483,=
2409,1.3.484,=
2410,1.3.485,=
2411,1.3.486,=
2412,1.3.487,=
2413,1.3.488,=
2414,1.3.489,=
2415,1.3.490,=
2416,1.3.491,-
2417,1.3.492,E
2418,1.3.493,The
2419,1.3.494,numbers
2420,1.3.495,refer
2421,1.3.496,to
2422,1.3.497,sample
2423,1.3.498,descriptions
2424,1.3.499,in
2425,1.3.500,Tablel.
2426,1.3.501,"Pa,"
2427,1.3.502,"Cm,"
2428,1.3.503,"PGm,"
2429,1.3.504,ind
2430,1.3.505,L
2431,1.3.506,represent
2432,1.3.507,"pearlite,"
2433,1.3.508,cementite
2434,1.3.509,or
2435,1.3.510,its
2436,1.3.511,"hole,"
2437,1.3.512,proeutectoid
2438,1.3.513,"cementite,"
2439,1.3.514,graphite
2440,1.3.515,"carbon,"
2441,1.3.516,and
2442,1.3.517,"ledeburite,"
2443,1.3.518,respectively.
2444,1.3.519,‘The
2445,1.3.520,prenthesized
2446,1.3.521,numerals
2447,1.3.522,are
2448,1.3.523,the
2449,1.3.524,estimated
2450,1.3.525,carbon
2451,1.3.526,contents
2452,1.3.527,from
2453,1.3.528,the
2454,1.3.529,microstructure.
2455,1.3.530,m.s.
2456,1.3.531,and
2457,1.3.532,nm.i
2458,1.3.533,represent
2459,1.3.534,microstructure
2460,1.3.535,and
2461,1.3.536,non-metallic
2462,1.3.537,"inclusion,"
2463,1.3.538,respectively.
2464,1.3.539,"Wanviistite,"
2465,1.3.540,"FaFeO-SiO,,"
2466,1.3.541,S:glassy
2467,1.3.542,"silicate,"
2468,1.3.543,Mimatrix.
2469,1.3.544,Table
2470,1.3.545,3
2471,1.3.546,Composition
2472,1.3.547,of
2473,1.3.548,iron
2474,1.3.549,slag
2475,1.3.550,by
2476,1.3.551,ICP-OES
2477,1.3.552,and
2478,1.3.553,EPMA
2479,1.3.554,"No,"
2480,1.3.555,[chemical
2481,1.3.556,components(mass%s)
2482,1.3.557,°-lTFe
2483,1.3.558,FeO
2484,1.3.559,Cu
2485,1.3.560,8
2486,1.3.561,[5894
2487,1.3.562,a
2488,1.3.563,g
2489,1.3.564,Vv.
2490,1.3.565,0.017
2491,1.3.566,0.002
2492,1.3.567,0.003
2493,1.3.568,0.036
2494,1.3.569,0.156
2495,1.3.570,0.030
2496,1.3.571,270
2497,1.3.572,159
2498,1.3.573,0.672
2499,1.3.574,0.377
2500,1.3.575,0.006
2501,1.3.576,"|WU,O1S"
2502,1.3.577,540
2503,1.3.578,0.005
2504,1.3.579,0.018
2505,1.3.580,0.025
2506,1.3.581,0.019
2507,1.3.582,0.644
2508,1.3.583,0.096
2509,1.3.584,9.13
2510,1.3.585,182
2511,1.3.586,1.86
2512,1.3.587,0.652
2513,1.3.588,0.034
2514,1.3.589,"|(Wu,S)(Ha,D,S)"
2515,1.3.590,0.036
2516,1.3.591,0.069
2517,1.3.592,0.035
2518,1.3.593,3.29
2519,1.3.594,255
2520,1.3.595,0.699
2521,1.3.596,0.428
2522,1.3.597,—
2523,1.3.598,The
2524,1.3.599,numbers
2525,1.3.600,refer
2526,1.3.601,to
2527,1.3.602,sample
2528,1.3.603,descriptions
2529,1.3.604,in
2530,1.3.605,Table1.
2531,1.3.606,m.c.
2532,1.3.607,represents
2533,1.3.608,mineral
2534,1.3.609,"composition,"
2535,1.3.610,"Wik:wilstite,"
2536,1.3.611,"Ol(Fe,Ca)-olivine,"
2537,1.3.612,me.
2538,1.3.613,Siglassy
2539,1.3.614,"silicate,"
2540,1.3.615,Ha:iron
2541,1.3.616,oxide
2542,1.3.617,containing
2543,1.3.618,small
2544,1.3.619,amounts
2545,1.3.620,of
2546,1.3.621,"Al,"
2547,1.3.622,D:dark
2548,1.3.623,area
2549,1.3.624,mainly
2550,1.3.625,composed
2551,1.3.626,of
2552,1.3.627,"KO,"
2553,1.3.628,"Al,O3,"
2554,1.3.629,and
2555,1.3.630,SiOz.
2556,1.3.631,iron
2557,1.3.632,remained
2558,1.3.633,in
2559,1.3.634,the
2560,1.3.635,internal
2561,1.3.636,of
2562,1.3.637,the
2563,1.3.638,"however,"
2564,1.3.639,so
2565,1.3.640,it
2566,1.3.641,was
2567,1.3.642,etched
2568,1.3.643,with
2569,1.3.644,nital.
2570,1.3.645,The
2571,1.3.646,microstructure
2572,1.3.647,(marked
2573,1.3.648,location
2574,1.3.649,in
2575,1.3.650,consisted
2576,1.3.651,almost
2577,1.3.652,of
2578,1.3.653,fine
2579,1.3.654,cementite
2580,1.3.655,and
2581,1.3.656,ferrite
2582,1.3.657,that
2583,1.3.658,heat
2584,1.3.659,"treatment,"
2585,1.3.660,to
2586,1.3.661,facilitate
2587,1.3.662,of
2588,1.3.663,"steel,"
2589,1.3.664,was
2590,1.3.665,the
2591,1.3.666,of
2592,1.3.667,the
2593,1.3.668,It
2594,1.3.669,is
2595,1.3.670,necessary
2596,1.3.671,to
2597,1.3.672,normalize
2598,1.3.673,the
2599,1.3.674,in
2600,1.3.675,order
2601,1.3.676,to
2602,1.3.677,estimate
2603,1.3.678,the
2604,1.3.679,carbon
2605,1.3.680,content
2606,1.3.681,of
2607,1.3.682,the
2608,1.3.683,structure.
2609,1.3.684,"However,"
2610,1.3.685,this
2611,1.3.686,treatment
2612,1.3.687,was
2613,1.3.688,to
2614,1.3.689,avoid
2615,1.3.690,the
2616,1.3.691,loss
2617,1.3.692,of
2618,1.3.693,the
2619,1.3.694,structures
2620,1.3.695,seen
2621,1.3.696,in
2622,1.3.697,and
2623,1.3.698,Several
2624,1.3.699,minute
2625,1.3.700,non-metallic
2626,1.3.701,inclusions
2627,1.3.702,were
2628,1.3.703,found
2629,1.3.704,in
2630,1.3.705,No.4.
2631,1.3.706,is
2632,1.3.707,an
2633,1.3.708,electron
2634,1.3.709,(EPMA)
2635,1.3.710,image
2636,1.3.711,(COMP)
2637,1.3.712,of
2638,1.3.713,the
2639,1.3.714,non-metallic
2640,1.3.715,"inclusion,"
2641,1.3.716,of
2642,1.3.717,a
2643,1.3.718,silicate
2644,1.3.719,whose
2645,1.3.720,main
2646,1.3.721,components
2647,1.3.722,were
2648,1.3.723,"CaO,"
2649,1.3.724,and
2650,1.3.725,Non-metallic
2651,1.3.726,inclusions
2652,1.3.727,with
2653,1.3.728,almost
2654,1.3.729,the
2655,1.3.730,same
2656,1.3.731,as
2657,1.3.732,those
2658,1.3.733,of
2659,1.3.734,No.4
2660,1.3.735,were
2661,1.3.736,also
2662,1.3.737,found
2663,1.3.738,in
2664,1.3.739,No.17
2665,1.3.740,Table
2666,1.3.741,4).
2667,1.3.742,No.5
2668,1.3.743,had
2669,1.3.744,non-
2670,1.3.745,metallic
2671,1.3.746,inclusions
2672,1.3.747,of
2673,1.3.748,"silicates,"
2674,1.3.749,the
2675,1.3.750,main
2676,1.3.751,components
2677,1.3.752,"FeO,"
2678,1.3.753,"CaO,"
2679,1.3.754,and
2680,1.3.755,and
2681,1.3.756,The
2682,1.3.757,metallic
2683,1.3.758,area
2684,1.3.759,of
2685,1.3.760,No.3
2686,1.3.761,No.20
2687,1.3.762,consisted
2688,1.3.763,almost
2689,1.3.764,of
2690,1.3.765,ferrite
2691,1.3.766,@
2692,1.3.767,"Fe),"
2693,1.3.768,or
2694,1.3.769,contained
2695,1.3.770,small
2696,1.3.771,amounts
2697,1.3.772,of
2698,1.3.773,carbon
2699,1.3.774,and
2700,1.3.775,and
2701,1.3.776,There
2702,1.3.777,were
2703,1.3.778,fine
2704,1.3.779,white
2705,1.3.780,(Cm)
2706,1.3.781,and
2707,1.3.782,holes
2708,1.3.783,found
2709,1.3.784,in
2710,1.3.785,"No.2,"
2711,1.3.786,"No.5,"
2712,1.3.787,"No.17,"
2713,1.3.788,"No.18,"
2714,1.3.789,and
2715,1.3.790,No.21
2716,1.3.791,and
2717,1.3.792,It
2718,1.3.793,was
2719,1.3.794,estimated
2720,1.3.795,that
2721,1.3.796,the
2722,1.3.797,holes
2723,1.3.798,were
2724,1.3.799,created
2725,1.3.800,the
2726,1.3.801,loss
2727,1.3.802,of
2728,1.3.803,the
2729,1.3.804,white
2730,1.3.805,These
2731,1.3.806,white
2732,1.3.807,were
2733,1.3.808,believed
2734,1.3.809,to
2735,1.3.810,be
2736,1.3.811,cementite
2737,1.3.812,(Cm:
2738,1.3.813,in
2739,1.3.814,because
2740,1.3.815,of
2741,1.3.816,the
2742,1.3.817,lamella
2743,1.3.818,"formations,"
2744,1.3.819,of
2745,1.3.820,both
2746,1.3.821,white
2747,1.3.822,and
2748,1.3.823,"holes,"
2749,1.3.824,that
2750,1.3.825,were
2751,1.3.826,found.
2752,1.3.827,In
2753,1.3.828,"addition,"
2754,1.3.829,it
2755,1.3.830,was
2756,1.3.831,confirmed
2757,1.3.832,EPMA
2758,1.3.833,that
2759,1.3.834,the
2760,1.3.835,main
2761,1.3.836,components
2762,1.3.837,of
2763,1.3.838,the
2764,1.3.839,white
2765,1.3.840,were
2766,1.3.841,Fe
2767,1.3.842,and
2768,1.3.843,C.
2769,1.3.844,The
2770,1.3.845,estimated
2771,1.3.846,carbon
2772,1.3.847,content
2773,1.3.848,of
2774,1.3.849,No.2
2775,1.3.850,was
2776,1.3.851,between
2777,1.3.852,0.1%
2778,1.3.853,and
2779,1.3.854,"0.2%,"
2780,1.3.855,those
2781,1.3.856,of
2782,1.3.857,"No.5,"
2783,1.3.858,"No.18,"
2784,1.3.859,and
2785,1.3.860,No.21
2786,1.3.861,were
2787,1.3.862,between
2788,1.3.863,0.2%
2789,1.3.864,and
2790,1.3.865,"0.3%,"
2791,1.3.866,and
2792,1.3.867,that
2793,1.3.868,of
2794,1.3.869,No.17
2795,1.3.870,was
2796,1.3.871,between
2797,1.3.872,0.1%
2798,1.3.873,and
2799,1.3.874,0.2%.
2800,1.3.875,This
2801,1.3.876,was
2802,1.3.877,based
2803,1.3.878,on
2804,1.3.879,the
2805,1.3.880,area
2806,1.3.881,ratio
2807,1.3.882,these
2808,1.3.883,white
2809,1.3.884,and
2810,1.3.885,their
2811,1.3.886,holes.
2812,1.3.887,"No.2,"
2813,1.3.888,"No.3,"
2814,1.3.889,and
2815,1.3.890,No.13
2816,1.3.891,had
2817,1.3.892,non-metallic
2818,1.3.893,"©"""
2819,1.3.894,Similar
2820,1.3.895,white
2821,1.3.896,crystals
2822,1.3.897,discovered
2823,1.3.898,in
2824,1.3.899,a
2825,1.3.900,dagger
2826,1.3.901,were
2827,1.3.902,identified
2828,1.3.903,as
2829,1.3.904,cementite
2830,1.3.905,in
2831,1.3.906,an
2832,1.3.907,archaeometallurgical
2833,1.3.908,analysis
2834,1.3.909,(Knox
2835,1.3.910,1963).
2836,1.3.911,IRON
2837,1.3.912,OBJECTS
2838,1.3.913,FROM
2839,1.3.914,THE
2840,1.3.915,ARCHITECTURAL
2841,1.3.916,REMAINS
2842,1.3.917,OF
2843,1.3.918,STRATUM
2844,1.3.919,III
2845,1.3.920,AND
2846,1.3.921,STRATUM
2847,1.3.922,Il
2848,1.3.923,AT
2849,1.3.924,KAMAN-KALEHOYUK:
2850,1.3.925,CORRELATION
2851,1.3.926,BETWEEN
2852,1.3.927,COMPOSITION
2853,1.3.928,AND
2854,1.3.929,ARCHAEOLOGICAL
2855,1.3.930,LEVELS
2856,1.3.931,195
2857,1.3.932,inclusions
2858,1.3.933,where
2859,1.3.934,a
2860,1.3.935,gray
2861,1.3.936,and
2862,1.3.937,area
2863,1.3.938,"(Wii),"
2864,1.3.939,a
2865,1.3.940,gray
2866,1.3.941,area
2867,1.3.942,"(Fa),"
2868,1.3.943,and
2869,1.3.944,a
2870,1.3.945,dark
2871,1.3.946,area
2872,1.3.947,(S
2873,1.3.948,or
2874,1.3.949,M)
2875,1.3.950,remained
2876,1.3.951,and
2877,1.3.952,The
2878,1.3.953,gray
2879,1.3.954,area
2880,1.3.955,was
2881,1.3.956,identified
2882,1.3.957,as
2883,1.3.958,"wiistite,"
2884,1.3.959,and
2885,1.3.960,the
2886,1.3.961,dark
2887,1.3.962,area
2888,1.3.963,(S)
2889,1.3.964,as
2890,1.3.965,a
2891,1.3.966,silicate
2892,1.3.967,of
2893,1.3.968,"FeO,"
2894,1.3.969,"CaO,"
2895,1.3.970,and
2896,1.3.971,"SiO,."
2897,1.3.972,The
2898,1.3.973,dark
2899,1.3.974,area
2900,1.3.975,(M)
2901,1.3.976,was
2902,1.3.977,of
2903,1.3.978,a
2904,1.3.979,silicate
2905,1.3.980,with
2906,1.3.981,minute
2907,1.3.982,in
2908,1.3.983,it.
2909,1.3.984,The
2910,1.3.985,gray
2911,1.3.986,area
2912,1.3.987,was
2913,1.3.988,believed
2914,1.3.989,to
2915,1.3.990,be
2916,1.3.991,The
2917,1.3.992,non-metallic
2918,1.3.993,inclusions
2919,1.3.994,of
2920,1.3.995,"wiistite,"
2921,1.3.996,wiistite
2922,1.3.997,and
2923,1.3.998,"silicates,"
2924,1.3.999,and
2925,1.3.1000,wiistite
2926,1.3.1001,and
2927,1.3.1002,dark
2928,1.3.1003,areas
2929,1.3.1004,were
2930,1.3.1005,found
2931,1.3.1006,in
2932,1.3.1007,"No.6,"
2933,1.3.1008,"No.11,"
2934,1.3.1009,"No.15,"
2935,1.3.1010,"No.16,"
2936,1.3.1011,"No.19,"
2937,1.3.1012,and
2938,1.3.1013,No.20.
2939,1.3.1014,A
2940,1.3.1015,non-metallic
2941,1.3.1016,inclusion
2942,1.3.1017,of
2943,1.3.1018,and
2944,1.3.1019,a
2945,1.3.1020,dark
2946,1.3.1021,area
2947,1.3.1022,was
2948,1.3.1023,observed
2949,1.3.1024,in
2950,1.3.1025,No.7.
2951,1.3.1026,t
2952,1.3.1027,XXXVH
2953,1.3.1028,NANVIE
2954,1.3.1029,3-3.
2955,1.3.1030,examination
2956,1.3.1031,of
2957,1.3.1032,iron
2958,1.3.1033,No.8
2959,1.3.1034,was
2960,1.3.1035,a
2961,1.3.1036,small
2962,1.3.1037,of
2963,1.3.1038,dark
2964,1.3.1039,brown
2965,1.3.1040,with
2966,1.3.1041,a
2967,1.3.1042,red-brown
2968,1.3.1043,iron
2969,1.3.1044,corrosion
2970,1.3.1045,crust.
2971,1.3.1046,There
2972,1.3.1047,were
2973,1.3.1048,many
2974,1.3.1049,cavities
2975,1.3.1050,in
2976,1.3.1051,the
2977,1.3.1052,macrostructure.
2978,1.3.1053,The
2979,1.3.1054,marked
2980,1.3.1055,area
2981,1.3.1056,in
2982,1.3.1057,consisted
2983,1.3.1058,of
2984,1.3.1059,"wiistite,"
2985,1.3.1060,"(Fe,"
2986,1.3.1061,Ca)-olivine
2987,1.3.1062,(see
2988,1.3.1063,Table
2989,1.3.1064,4)
2990,1.3.1065,"(Deer,"
2991,1.3.1066,"Howie,"
2992,1.3.1067,and
2993,1.3.1068,Zussman
2994,1.3.1069,"1997),"
2995,1.3.1070,and
2996,1.3.1071,a
2997,1.3.1072,silicate
2998,1.3.1073,with
2999,1.3.1074,"FeO,"
3000,1.3.1075,"CaO,"
3001,1.3.1076,and
3002,1.3.1077,No.10
3003,1.3.1078,was
3004,1.3.1079,a
3005,1.3.1080,with
3006,1.3.1081,a
3007,1.3.1082,whose
3008,1.3.1083,surface
3009,1.3.1084,was
3010,1.3.1085,uneven
3011,1.3.1086,and
3012,1.3.1087,did
3013,1.3.1088,not
3014,1.3.1089,contain
3015,1.3.1090,any
3016,1.3.1091,charcoal.
3017,1.3.1092,The
3018,1.3.1093,flat
3019,1.3.1094,surface
3020,1.3.1095,was
3021,1.3.1096,covered
3022,1.3.1097,with
3023,1.3.1098,iron
3024,1.3.1099,corrosion.
3025,1.3.1100,There
3026,1.3.1101,were
3027,1.3.1102,many
3028,1.3.1103,cavities
3029,1.3.1104,in
3030,1.3.1105,the
3031,1.3.1106,macrostructure
3032,1.3.1107,of
3033,1.3.1108,the
3034,1.3.1109,extracted
3035,1.3.1110,from
3036,1.3.1111,the
3037,1.3.1112,surface
3038,1.3.1113,and
3039,1.3.1114,two
3040,1.3.1115,with
3041,1.3.1116,different
3042,1.3.1117,mineral
3043,1.3.1118,could
3044,1.3.1119,be
3045,1.3.1120,seen.
3046,1.3.1121,One
3047,1.3.1122,COMP
3048,1.3.1123,Fig.1
3049,1.3.1124,External
3050,1.3.1125,appearances
3051,1.3.1126,of
3052,1.3.1127,iron
3053,1.3.1128,artifacts
3054,1.3.1129,and
3055,1.3.1130,the
3056,1.3.1131,results
3057,1.3.1132,of
3058,1.3.1133,metallographic
3059,1.3.1134,analysis.
3060,1.3.1135,Nos.4
3061,1.3.1136,to
3062,1.3.1137,8
3063,1.3.1138,were
3064,1.3.1139,excavated
3065,1.3.1140,from
3066,1.3.1141,R28
3067,1.3.1142,in
3068,1.3.1143,Stratum
3069,1.3.1144,IIb.
3070,1.3.1145,"a,,"
3071,1.3.1146,and
3072,1.3.1147,"c,:"
3073,1.3.1148,External
3074,1.3.1149,appearances
3075,1.3.1150,of
3076,1.3.1151,"No.2,"
3077,1.3.1152,"No.3,"
3078,1.3.1153,and
3079,1.3.1154,No.4.
3080,1.3.1155,The
3081,1.3.1156,metallographic
3082,1.3.1157,samples
3083,1.3.1158,were
3084,1.3.1159,extracted
3085,1.3.1160,from
3086,1.3.1161,the
3087,1.3.1162,marked
3088,1.3.1163,locations.
3089,1.3.1164,and
3090,1.3.1165,"c,:"
3091,1.3.1166,Macrostructures
3092,1.3.1167,of
3093,1.3.1168,the
3094,1.3.1169,samples
3095,1.3.1170,extracted
3096,1.3.1171,from
3097,1.3.1172,each
3098,1.3.1173,object.
3099,1.3.1174,a
3100,1.3.1175,and
3101,1.3.1176,"c,:"
3102,1.3.1177,Microstructures.
3103,1.3.1178,The
3104,1.3.1179,locations
3105,1.3.1180,of
3106,1.3.1181,"a,,"
3107,1.3.1182,"b,,"
3108,1.3.1183,and
3109,1.3.1184,"c,"
3110,1.3.1185,are
3111,1.3.1186,shown
3112,1.3.1187,in
3113,1.3.1188,"a,,"
3114,1.3.1189,and
3115,1.3.1190,"c,."
3116,1.3.1191,"a,,"
3117,1.3.1192,and
3118,1.3.1193,"c,:"
3119,1.3.1194,Analytical
3120,1.3.1195,results
3121,1.3.1196,of
3122,1.3.1197,the
3123,1.3.1198,inclusions
3124,1.3.1199,by
3125,1.3.1200,EPMA
3126,1.3.1201,;
3127,1.3.1202,Wii:
3128,1.3.1203,"wiistite,"
3129,1.3.1204,Fa:
3130,1.3.1205,"fayalite,"
3131,1.3.1206,S:
3132,1.3.1207,a
3133,1.3.1208,glassy
3134,1.3.1209,silicate.
3135,1.3.1210,(Excavation
3136,1.3.1211,plane
3137,1.3.1212,from
3138,1.3.1213,Omura
3139,1.3.1214,2000).
3140,1.3.1215,Fig.2
3141,1.3.1216,External
3142,1.3.1217,appearances
3143,1.3.1218,of
3144,1.3.1219,iron
3145,1.3.1220,artifacts
3146,1.3.1221,and
3147,1.3.1222,the
3148,1.3.1223,results
3149,1.3.1224,of
3150,1.3.1225,metallographic
3151,1.3.1226,analysis.
3152,1.3.1227,Nos.16
3153,1.3.1228,to
3154,1.3.1229,18
3155,1.3.1230,were
3156,1.3.1231,excavated
3157,1.3.1232,from
3158,1.3.1233,R150
3159,1.3.1234,in
3160,1.3.1235,Stratum
3161,1.3.1236,Iilc.
3162,1.3.1237,"a,,"
3163,1.3.1238,and
3164,1.3.1239,"c,:"
3165,1.3.1240,External
3166,1.3.1241,appearances
3167,1.3.1242,of
3168,1.3.1243,"No.17,"
3169,1.3.1244,"No.16,"
3170,1.3.1245,and
3171,1.3.1246,No.18.
3172,1.3.1247,The
3173,1.3.1248,metallographic
3174,1.3.1249,samples
3175,1.3.1250,were
3176,1.3.1251,extracted
3177,1.3.1252,from
3178,1.3.1253,the
3179,1.3.1254,marked
3180,1.3.1255,locations.
3181,1.3.1256,"a,,"
3182,1.3.1257,"b,,"
3183,1.3.1258,and
3184,1.3.1259,"c,:"
3185,1.3.1260,Macrostructures
3186,1.3.1261,of
3187,1.3.1262,the
3188,1.3.1263,samples
3189,1.3.1264,extracted
3190,1.3.1265,from
3191,1.3.1266,and
3192,1.3.1267,"c,:"
3193,1.3.1268,Microstructures.
3194,1.3.1269,The
3195,1.3.1270,locations
3196,1.3.1271,of
3197,1.3.1272,"a,"
3198,1.3.1273,and
3199,1.3.1274,"c,"
3200,1.3.1275,are
3201,1.3.1276,shown
3202,1.3.1277,in
3203,1.3.1278,"a,"
3204,1.3.1279,and
3205,1.3.1280,"c,."
3206,1.3.1281,"a,"
3207,1.3.1282,and
3208,1.3.1283,Analytical
3209,1.3.1284,results
3210,1.3.1285,of
3211,1.3.1286,the
3212,1.3.1287,non-metallic
3213,1.3.1288,inclusions
3214,1.3.1289,by
3215,1.3.1290,EPMA;
3216,1.3.1291,Cm:
3217,1.3.1292,cementite
3218,1.3.1293,or
3219,1.3.1294,its
3220,1.3.1295,"holes,"
3221,1.3.1296,Wii:
3222,1.3.1297,"wiistite,"
3223,1.3.1298,S:
3224,1.3.1299,a
3225,1.3.1300,glassy
3226,1.3.1301,silicate.
3227,1.3.1302,(Excavation
3228,1.3.1303,plane
3229,1.3.1304,from
3230,1.3.1305,Omura
3231,1.3.1306,2000).
3232,1.4.0,196
3233,1.4.1,H.
3234,1.4.2,AKANUMA
3235,1.4.3,Table
3236,1.4.4,4
3237,1.4.5,Mineral
3238,1.4.6,Composition
3239,1.4.7,of
3240,1.4.8,the
3241,1.4.9,non-metallic
3242,1.4.10,inclusions
3243,1.4.11,in
3244,1.4.12,the
3245,1.4.13,iron
3246,1.4.14,artifacts
3247,1.4.15,and
3248,1.4.16,of
3249,1.4.17,slag
3250,1.4.18,by
3251,1.4.19,EPMA
3252,1.4.20,chemical
3253,1.4.21,components
3254,1.4.22,(mass
3255,1.4.23,%)
3256,1.4.24,MgO
3257,1.4.25,"_Al,0,"
3258,1.4.26,"SiO,"
3259,1.4.27,CaO
3260,1.4.28,"TiO,"
3261,1.4.29,L
3262,1.4.30,1
3263,1.4.31,consisted
3264,1.4.32,of
3265,1.4.33,wiistite
3266,1.4.34,(see
3267,1.4.35,Table
3268,1.4.36,4)
3269,1.4.37,and
3270,1.4.38,glassy
3271,1.4.39,silicate
3272,1.4.40,with
3273,1.4.41,mainly
3274,1.4.42,"FeO,"
3275,1.4.43,"Al,O,,"
3276,1.4.44,"CaO,"
3277,1.4.45,and
3278,1.4.46,"SiO,"
3279,1.4.47,(marked
3280,1.4.48,"“R,”"
3281,1.4.49,in
3282,1.4.50,The
3283,1.4.51,other
3284,1.4.52,region
3285,1.4.53,(marked
3286,1.4.54,“Ry
3287,1.4.55,in
3288,1.4.56,"Fig.4b,)"
3289,1.4.57,was
3290,1.4.58,composed
3291,1.4.59,of
3292,1.4.60,iron
3293,1.4.61,oxide
3294,1.4.62,containing
3295,1.4.63,small
3296,1.4.64,amounts
3297,1.4.65,of
3298,1.4.66,"AI,O,,"
3299,1.4.67,a
3300,1.4.68,dark
3301,1.4.69,area
3302,1.4.70,composed
3303,1.4.71,mostly
3304,1.4.72,of
3305,1.4.73,"K,O,"
3306,1.4.74,"ALO,"
3307,1.4.75,and
3308,1.4.76,and
3309,1.4.77,a
3310,1.4.78,glassy
3311,1.4.79,silicate
3312,1.4.80,composed
3313,1.4.81,of
3314,1.4.82,"FeO,"
3315,1.4.83,"Al,O,,"
3316,1.4.84,"CaO,"
3317,1.4.85,and
3318,1.4.86,"SiO,"
3319,1.4.87,"(Fig.4b,)."
3320,1.4.88,These
3321,1.4.89,two
3322,1.4.90,regions
3323,1.4.91,were
3324,1.4.92,adjacent
3325,1.4.93,to
3326,1.4.94,each
3327,1.4.95,other.
3328,1.4.96,Slag
3329,1.4.97,Sample
3330,1.4.98,No.26
3331,1.4.99,had
3332,1.4.100,almost
3333,1.4.101,the
3334,1.4.102,same
3335,1.4.103,shape
3336,1.4.104,as
3337,1.4.105,No.10;
3338,1.4.106,it
3339,1.4.107,was
3340,1.4.108,found
3341,1.4.109,in
3342,1.4.110,the
3343,1.4.111,South
3344,1.4.112,Sector
3345,1.4.113,and
3346,1.4.114,was
3347,1.4.115,estimated
3348,1.4.116,by
3349,1.4.117,Dr.Sachihiro
3350,1.4.118,Omura
3351,1.4.119,to
3352,1.4.120,belong
3353,1.4.121,to
3354,1.4.122,Stratum
3355,1.4.123,Tla.
